Modded Block,Vanilla Block
ThermalDynamics:ThermalDynamics_0,fire
BigReactors:BRReactorPart,purpur_block
TConstruct:GlassBlock,glass
BigReactors:BRMetalBlock,oxidized_cut_copper
thermalfoundation:fluid_ender,ender_chest
quark:red_nether_brick_stairs,red_nether_brick_stairs
quark:red_nether_brick_slab,red_nether_brick_slab
quark:stone_basalt_bricks_stairs,stone_brick_stairs
malisisdoors:rustyLadder,stripped_warped_stem
Railcraft:machine.beta,hopper
chisel:factoryblock,chiseled_polished_blackstone
lotr:tile.lotr:stairsClayTileDyedYellow,deepslate_tile_stairs
lotr:tile.lotr:slabClayTileDyedSingle,deepslate_tile_slab
lotr:tile.lotr:clayTileDyed,clay
MineFactoryReloaded:machine.0,piston
ThermalDynamics:ThermalDynamics_32,fire
ThermalExpansion:Dynamo,piston
ThermalDynamics:ThermalDynamics_16,fire
jurassicraft:gypsum_stone,stone
thermalfoundation:ore,gold_ore
notreepunching:loose_rock/stone,stone
thaumcraft:arcane_workbench,smithing_table
thaumcraft:crucible,cauldron
bibliocraft:bookcase,bookshelf
thaumcraft:candle_white,white_candle
thaumcraft:nitor_red,red_terracotta
chiselsandbits:chiseled_wood,chiseled_sandstone
bibliocraft:potionshelf,crafting_table
thaumcraft:jar_normal,medium_amethyst_bud
thaumcraft:table_wood,spruce_wood
thaumcraft:research_table,crafting_table
thaumcraft:stone_arcane,stone
bibliocraft:desk,bookshelf
thaumcraft:leaves_silverwood,azalea_leaves
thaumcraft:stone_arcane_brick,stone_bricks
thaumcraft:levitator,dispenser
thaumcraft:log_greatwood,spruce_log
thaumcraft:banner_purple,purple_wall_banner
thaumcraft:log_silverwood,spruce_log
bibliocraft:lampgold,redstone_lamp
thaumcraft:pedestal_arcane,stone
thaumcraft:infusion_matrix,resin_block
thaumcraft:hungry_chest,chest
chisel:concrete,blue_concrete
MineFactoryReloaded:stone,stone
joshxmas:present_yellow,yellow_concrete
joshxmas:wreath,chorus_flower
joshxmas:present_blue,blue_concrete
joshxmas:icicles,frosted_ice
joshxmas:present_red,red_concrete
joshxmas:present_purple,purple_concrete
forestry:resources,bookshelf
Mariculture:sands,sand
Thaumcraft:blockMetalDevice,oxidized_cut_copper
chisel:bookshelf,bookshelf
thaumicenergistics:thaumicenergistics.block.essentia.provider,nether_wart_block
ExtraUtilities:trashcan,dispenser
Railcraft:wall.alpha,sandstone_wall
Railcraft:machine.alpha,piston
props:blockFake,oxidized_cut_copper
Thaumcraft:blockMagicalLog,note_block
thaumicenergistics:thaumicenergistics.block.essentia.cell.workbench,brain_coral_block
Thaumcraft:blockWoodenDevice,jungle_wood
Thaumcraft:blockStoneDevice,redstone_block
appliedenergistics2:tile.BlockDrive,oxidized_cut_copper
BiblioCraft:Bibliotheca,bookshelf
appliedenergistics2:tile.BlockDenseEnergyCell,oxidized_cut_copper
Thaumcraft:blockTable,note_block
appliedenergistics2:tile.BlockVibrationChamber,oxidized_cut_copper
appliedenergistics2:tile.BlockSkyChest,oxidized_cut_copper
thaumicenergistics:thaumicenergistics.block.essentia.vibration.chamber,prismarine_wall
Botania:specialFlower,sunflower
EnderIO:blockReservoir,oxidized_cut_copper
thaumicenergistics:thaumicenergistics.block.distillation.encoder,dripstone_block
blockcraftery:editable_outer_corner_reinforced,oxidized_cut_copper
blockcraftery:editable_inner_corner_reinforced,reinforced_deepslate
blockcraftery:editable_slant_reinforced,reinforced_deepslate
atum:linen_silver,cyan_stained_glass_pane
elevatorid:elevator_silver,crimson_stairs
warpdrive:lamp_flat,redstone_lamp
warpdrive:lamp_long,redstone_lamp
appliedenergistics2:inscriber,crafter
blockcraftery:editable_trap_door_reinforced,warped_trapdoor
appliedenergistics2:condenser,dispenser
blockcraftery:editable_door_reinforced,warped_door
blockcraftery:editable_block_reinforced,oxidized_cut_copper
abyssalcraft:dltbutton,dark_oak_button
abyssalcraft:dltstairs,deepslate
bigreactors:reactorglass,glass
blockcraftery:editable_stairs_reinforced,warped_stairs
warpdrive:virtual_assistant.superior,void_air
OreSpawn:OreSpawn_TomatoPlant1,potted_orange_tulip
blockcraftery:editable_trap_door,jungle_trapdoor
cfm:divingboard_base,reinforced_deepslate
cfm:modern_sliding_door,spruce_door
cfm:upgraded_fence_acacia,acacia_fence
cfm:divingboard_plank,mangrove_planks
cfm:hedge_oak,oak_leaves
cfm:desk_cabinet_stone,stone
cfm:upgraded_gate_acacia,acacia_fence_gate
cfm:modern_table_outdoor,crafting_table
cfm:desk_cabinet_andesite,andesite
cdm:paper,note_block
cfm:door_bell_dark_oak,dark_oak_door
cfm:stereo,jukebox
cfm:photo_frame,end_portal_frame
cfm:inflatable_castle,lava_cauldron
cfm:counter_drawer,bookshelf
cfm:lamp_off,light
cfm:white_fence,white_concrete
cfm:desk_andesite,andesite
cfm:cabinet_kitchen,furnace
cfm:dishwasher,dispenser
cfm:modern_chair,ladder
cfm:modern_table,crafting_table
cfm:castle_netting,spruce_fence
lasers-addon:shield,barrier
cfm:range_hood_powered,powered_rail
cfm:hedge,spruce_fence_gate
cfm:firealarmon,fire
legends:armorStandTile,andesite_slab
cfm:printer,dispenser
cfm:tree,cherry_sapling
cfm:showerbottom,water_cauldron
cfm:blindon,closed_eyeblossom
cfm:chairstone,redstone_block
cfm:showerheadoff,dragon_wall_head
cfm:counterdoored,iron_trapdoor
cfm:lampoff,light
cfm:washingmachine,water_cauldron
cfm:tablestone,redstone_block
legends:armorCaseTile,skeleton_wall_skull
cfm:showertop,wet_sponge
cfm:countersink,comparator
cfm:bath2,water_cauldron
cfm:bath1,water_cauldron
cfm:cookiejar,cocoa
cfm:wallcabinet,brick_wall
legends:starkBench,grindstone
cfm:tablewood,cherry_wood
cfm:firealarmoff,fire
legends:orangeLantern,orange_carpet
cfm:barstool,iron_bars
thermalfoundation:fluid_cryotheum,water_cauldron
warpdrive:hull.superior.stairs_magenta,crimson_stairs
futuremc:dark_oak_trapdoor,dark_oak_trapdoor
futuremc:acacia_trapdoor,acacia_trapdoor
futuremc:smooth_quartz,smooth_quartz
biomesoplenty:bush,dead_bush
bushierflowers:grown_dandelion,dandelion
supplementaries:book_pile_horizontal,bookshelf
environmental:potted_white_lotus_flower,potted_white_tulip
domum_ornamentum:blockbarreldeco_standing,oxidized_cut_copper
supplementaries:blaze_rod,lightning_rod
fastpaintings:painting,sculk
environmental:potted_orange_hibiscus,potted_orange_tulip
buzzier_bees:potted_pink_clover,potted_pink_tulip
twigs:roseate_seashell,rose_bush
twigs:bronzed_seashell,gilded_blackstone
twigs:tangerine_seashell,orange_glazed_terracotta
potted flowering azalea,potted_flowering_azalea_bush
villagersplus:oak_horticulturist_table,enchanting_table
fruitsdelight:lemon_tree,cherry_sapling
biomesoplenty:palm_trapdoor,bamboo_trapdoor
biomesoplenty:maple_trapdoor,spruce_trapdoor
biomesoplenty:potted_burning_blossom,potted_torchflower
biomesoplenty:jacaranda_door,acacia_door
biomesoplenty:jacaranda_trapdoor,acacia_trapdoor
biomesoplenty:potted_glowflower,potted_torchflower
biomesoplenty:mahogany_leaves,oak_leaves
born_in_chaos_v1:marigolds,medium_amethyst_bud
vampirism:altar_cleansing,sculk
twigs:mossy_cobblestone_brick_stairs,mossy_stone_brick_stairs
bushierflowers:grown_poppy,poppy
bushierflowers:grown_orange_tulip,orange_tulip
beautify:hanging_pot,decorated_pot
beautify:oak_trellis,oak_wood
beautify:botanist_workbench,smithing_table
beautify:lamp_candelabra,lantern
twigs:pebble,peony
twigs:opaline_seashell,sea_lantern
born_in_chaos_v1:river_mint,water
chococraft:gysahl_green,green_concrete
quark:oak_chest,chest
prefab:block_glass_stairs,prismarine_brick_stairs
prefab:block_glass_slab,prismarine_brick_slab
iceandfire:dragonscale_amythest,dragon_wall_head
iceandfire:dragonscale_black,black_bed
iceandfire:dragonscale_gray,gray_bed
waystones:mossy_waystone,mossy_cobblestone
slabsexpanded:slabs_block,oxidized_cut_copper
farmersdelight:straw_bale,hay_block
farmersdelight:wild_cabbages,carrots
farmersdelight:wild_potatoes,potatoes
farmersdelight:red_canvas_sign,red_wall_banner
farmersdelight:wild_tomatoes,beetroots
farmersdelight:rope,chain
farmersdelight:canvas_rug,cyan_carpet
farmersdelight:rice_roll_medley_block,bamboo_block
farmersdelight:honey_glazed_ham_block,honey_block
farmersdelight:oak_cabinet,oak_wood
farmersdelight:stove,furnace
farmersdelight:chocolate_pie,cocoa
farmersdelight:cutting_board,jigsaw
farmersdelight:cooking_pot,decorated_pot
farmersdelight:tomato_crate,cyan_glazed_terracotta
farmersdelight:basket,flower_pot
farmersdelight:potato_crate,potatoes
farmersdelight:cabbage_crate,carrots
structurize:blocksubstitution,oxidized_cut_copper
hole_filler_mod:light_block,light
cake with candle,candle_cake
potted azalea,potted_azalea_bush
fantasyfurniture:nordic/bench,acacia_wood
fantasyfurniture:decorations/berry_basket_strawberry,sweet_berry_bush
pfm:white_fridge,white_bed
lightmanscurrency:freezer_white,white_concrete
pfm:light_wood_kitchen_drawer,light_gray_shulker_box
pfm:white_stove,white_candle
pfm:light_wood_kitchen_counter,pale_oak_wood
pfm:white_freezer,white_concrete
fantasyfurniture:decorations/venthyr_food_0,potatoes
fantasyfurniture:decorations/potion_bottles,lantern
fantasyfurniture:decorations/hanging_herbs,hanging_roots
fantasyfurniture:decorations/fairy_lights_1,light
fantasyfurniture:nordic/cushion,clay
pfm:white_simple_sofa,white_bed
fantasyfurniture:nordic/painting_wide,warped_wart_block
fantasyfurniture:decorations/venthyr_banner,purple_wall_banner
fantasyfurniture:decorations/venthyr_food_1,potatoes
pfm:light_wood_kitchen_wall_small_drawer,pale_oak_wall_sign
pfm:oak_white_simple_bed,white_bed
pfm:oak_simple_bunk_ladder,ladder
pfm:light_wood_kitchen_sink,pale_oak_wood
fantasyfurniture:decorations/bowl_mushroom_stew,potted_brown_mushroom
fantasyfurniture:decorations/cookie_jar,cocoa
fantasyfurniture:decorations/venthyr_tea_set,flower_pot
fantasyfurniture:decorations/venthyr_tea_cups,jungle_pressure_plate
lightmanscurrency:shelf_birch,birch_wood
pfm:light_wood_kitchen_cabinet,light_gray_carpet
fantasyfurniture:dunmer/wardrobe_bottom,chest
fantasyfurniture:decorations/floating_tomes,bookshelf
fantasyfurniture:decorations/presents_stack_2,bookshelf
fantasyfurniture:dunmer/wardrobe_top,chest
pfm:dark_wood_kitchen_drawer,dark_oak_wood
pfm:glass_modern_pendant,glass
pfm:dark_wood_table_basic,dark_oak_wood
pfm:dark_wood_classic_nightstand,dark_oak_wood
fantasyfurniture:decorations/coin_stack_gold,gold_block
pfm:light_wood_table_basic,crafting_table
fantasyfurniture:decorations/tankards_milk,water
pfm:birch_chair_dinner,birch_wood
pfm:basic_plate,jungle_pressure_plate
fantasyfurniture:decorations/paper_stack,note_block
fantasyfurniture:decorations/muffins_chocolate,cocoa
lightmanscurrency:display_case,bookshelf
pfm:dark_wood_kitchen_counter,dark_oak_wood
fantasyfurniture:decorations/bolts_of_cloth,loom
verrues du nether,netherrack
mtr:escalator_side,jungle_stairs
biomesoplenty:reed,vine
cfm:stripped_dark_oak_blinds,stripped_dark_oak_wood
cfm:post_box,white_shulker_box
undergarden:cloggrum_lantern,lantern
cfm:door_mat,bamboo_door
cfm:brown_sofa,brown_carpet
cfm:stripped_dark_oak_desk,stripped_dark_oak_wood
cfm:stripped_dark_oak_chair,stripped_dark_oak_wood
cfm:stripped_dark_oak_table,stripped_dark_oak_wood
cookingforblockheads:fruit_basket,melon
cfm:stripped_dark_oak_kitchen_counter,stripped_dark_oak_wood
cfm:stripped_dark_oak_kitchen_drawer,stripped_dark_oak_wood
cfm:stripped_dark_oak_kitchen_sink_dark,stripped_dark_oak_wood
minecolonies:gate_iron,iron_door
cookingforblockheads:sink,water_cauldron
cookingforblockheads:cooking_table,crafting_table
cookingforblockheads:oven,furnace
cfm:freezer_dark,dark_prismarine
cfm:brown_grill,brown_concrete
cookingforblockheads:tool_rack,lever
cookingforblockheads:spice_rack,decorated_pot
cfm:fridge_dark,dark_prismarine
cookingforblockheads:toaster,smoker
cfm:stripped_dark_oak_cabinet,stripped_dark_oak_wood
cfm:dark_oak_desk,dark_oak_wood
cfm:stripped_dark_oak_park_bench,stripped_dark_oak_wood
cfm:rock_path,dirt_path
biomesoplenty:fir_leaves,spruce_leaves
biomesoplenty:fir_log,spruce_log
byg:soapstone,stone
excavated_variants:andesite_iron_ore,iron_ore
excavated_variants:andesite_copper_ore,copper_ore
excavated_variants:byg_soapstone_lapis_ore,lapis_ore
excavated_variants:andesite_lapis_ore,lapis_ore
excavated_variants:byg_soapstone_coal_ore,coal_ore
upgrade_aquatic:silk_coralstone_wall,sandstone_wall
cfm:oak_upgraded_fence,oak_fence
excavated_variants:diorite_copper_ore,copper_ore
excavated_variants:granite_copper_ore,copper_ore
excavated_variants:diorite_coal_ore,coal_ore
excavated_variants:andesite_coal_ore,coal_ore
verdure:slate,sandstone_slab
excavated_variants:granite_coal_ore,coal_ore
excavated_variants:granite_lapis_ore,lapis_ore
excavated_variants:byg_soapstone_copper_ore,copper_ore
upgrade_aquatic:driftwood_fence,birch_fence
magnumtorch:diamond_magnum_torch,wall_torch
excavated_variants:granite_iron_ore,iron_ore
decorative_blocks:oak_palisade,oak_fence
cfm:oak_upgraded_gate,oak_fence_gate
excavated_variants:diorite_iron_ore,iron_ore
excavated_variants:byg_soapstone_iron_ore,iron_ore
farmersdelight:rice,potted_bamboo
farmersdelight:rice_panicles,flowering_azalea_leaves
farmersdelight:tomatoes,potatoes
farmersdelight:cabbages,carrots
supplementaries:wall_lantern,lantern
farmersdelight:onions,carrots
verdure:smooth_dirt,dirt
excavated_variants:diorite_lapis_ore,lapis_ore
buildersaddition:shop_sign_wood,oak_wall_sign
neapolitan:strawberry_bush,sweet_berry_bush
delightful:salmonberry_bush,sweet_berry_bush
supplementaries:clock_block,oxidized_cut_copper
upgrade_aquatic:river_leaves,jungle_leaves
another_furniture:black_sofa,black_bed
supplementaries:urn,skeleton_wall_skull
upgrade_aquatic:river_log,jungle_log
backpacked:oak_backpack_shelf,oak_planks
atmospheric:potted_morado_sapling,potted_jungle_sapling
environmental:yak_hair_rug,gray_carpet
galosphere:lichen_moss,glow_lichen
atmospheric:flowering_morado_leaves,jungle_leaves
chipped:glassblower,glass
supplementaries:statue,skeleton_wall_skull
chipped:mason_table,smithing_table
dustrial_decor:hook,tripwire_hook
cfm:freezer_light,light
cfm:oak_kitchen_counter,oak_wood
cfm:oak_kitchen_drawer,oak_wood
cfm:oak_kitchen_sink_light,light
cfm:fridge_light,light
atmospheric:rosewood_leaf_pile,jungle_leaves
farmersrespite:kettle,decorated_pot
another_furniture:spruce_shelf,spruce_wood
supplementaries:copper_lantern,lantern
everycomp:ap/twigs/bamboo_railing,bamboo_fence
upgrade_aquatic:moss_coral,pale_hanging_moss
supplementaries:globe,lantern
supplementaries:blackboard,black_bed
architects_palette:nether_brass_chain,chain
autumnity:tall_foul_berry_bush,sweet_berry_bush
farmersdelight:skillet,decorated_pot
environmental:pink_delphinium,pink_petals
morevillagers:oceanography_table,cartography_table
aquaculture:tackle_box,white_shulker_box
decoration_delight:trash_bin,dispenser
cfm:oak_mail_box,oak_door
blue_skies:food_prep_table,crafting_table
aquaculture:worm_farm,farmland
chipped:carpenters_table,crafting_table
byg:tiny_lilypads,lily_pad
cfm:oak_park_bench,oak_wood
alexsmobs:bison_carpet,cyan_carpet
environmental:blue_delphinium,blue_concrete
byg:holly_bookshelf,bookshelf
twilightforest:alpha_yeti_wall_trophy,sandstone_wall
environmental:potted_magenta_hibiscus,potted_dandelion
everycomp:af/atmospheric/aspen_planter_box,cyan_shulker_box
quark:white_stool,white_carpet
byg:pine_bookshelf,bookshelf
byg:maple_crafting_table,crafting_table
environmental:slabfish_effigy,stone_slab
environmental:bird_of_paradise,potted_lily_of_the_valley
culturaldelights:pickle_crate,sea_pickle
cfm:oak_crate,oak_wood
supplementaries:cage,jungle_fence
delightful:basalt_cabinet,basalt
everycomp:cfm/byg/green_apple_skyris_hedge,green_terracotta
another_furniture:spruce_chair,spruce_wood
everycomp:af/twilightforest/canopy_table,crafting_table
decorative_blocks:lattice,acacia_slab
decorative_blocks:chandelier,candle
supplementaries:pulley_block,jigsaw
everycomp:db/twilightforest/twilight_oak_support,pale_oak_sign
supplementaries:hourglass,glass
verdure:rock,stone
atmospheric:flowering_morado_leaf_carpet,moss_carpet
buzzier_bees:potted_white_clover,potted_white_tulip
farmersdelight:carrot_crate,carrots
farmersdelight:rice_bag,bamboo_block
chipped:alchemy_bench,enchanting_table
cfm:oak_desk,oak_wood
quark:cocoa_beans_sack,cocoa
supplementaries:sack,packed_mud
everycomp:cfm/blue_skies/stripped_frostbright_blinds,stripped_acacia_wood
neapolitan:banana_crate,jungle_planks
everycomp:af/twilightforest/twilight_oak_shelf,pale_oak_wood
supplementaries:jar,dispenser
supplementaries:flower_box,flower_pot
cfm:oak_table,oak_wood
byg:potted_protea_flower,potted_poppy
atmospheric:potted_barrel_cactus,potted_cactus
supplementaries:skull_pile,skeleton_wall_skull
craftingstation:crafting_station_slab,stone_slab
cfm:stripped_oak_cabinet,stripped_oak_wood
quark:azalea_hedge,azalea
quark:flowering_azalea_hedge,flowering_azalea
chipped:loom_table,loom
supplementaries:globe_sepia,sponge
environmental:pink_wisteria_leaf_carpet,pink_carpet
environmental:potted_purple_wisteria_sapling,potted_jungle_sapling
atmospheric:potted_rosewood_sapling,potted_spruce_sapling
twilightforest:thorn_rose,rose_bush
decorative_blocks:oak_support,oak_wood
another_furniture:white_lamp,white_candle
another_furniture:oak_planter_box,oak_wood
excavated_variants:andesite_silver_ore,andesite
galosphere:silver_ore,iron_ore
verdure:clover,oxeye_daisy
verdure:pebbles,stone
grassslabs:grass_slab,stone_slab
tradingpost:trading_post,warped_planks
waystones:waystone,stone
dragonmounts:dragon_egg,dragon_egg
kingvillager:throne,jungle_stairs
excessive_building:smooth_bricks,bricks
excessive_building:smooth_brick_wall,brick_wall
fantasyfurniture:nordic/bookshelf,bookshelf
fantasyfurniture:nordic/chest,chest
mcwwindows:spruce_plank_parapet,spruce_planks
mcwwindows:stripped_dark_oak_log_window2,stripped_dark_oak_log
buildersaddition:bedside_table_spruce,spruce_wood
